CLAIM NO,COMPLAINT,ROUTINE,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,gender,hispanic,asian,CLAIM AMT,CASE OPEN/RE-OPEN,CLAIM RECEIVED,Valid,Informal Resolution,Bankrupt,Invalid,Fringe Benefits,Independent Agent,Subcontractor,False Claim,Other,CLAIM INVAL OTHER DESCRIPTION,Claim Validity,Employer left State,Employer Cannot be Located,Complainant Cannot be Located,Complainant Dropped Claim,Paid Prior to Investigation,Business is Closed,Other_1,CLAIM UNDETERMINED OTHER DESCRIPTION,VERIFIED CLAIM AMT,CASE CLOSE/RECLOSE DATE,Employer Contested Valid Determination,1st Response Investigation,Formal Investigation,Request Settlement Conference,Request Informal Fact Finding,Request Formal Fact Finding,Wage Order,Informal Conference,Civil Action for Wages/Penalties,Other_2,OTHER DISPOSITION DESCRIPTION,CASE CLOSED for the REPRESENTATIVE,JUDGMENT,DISMISSED,NON-SUITED,JUDGMENT_1,DISMISSED_1,NON-SUITED_1,CIVCOURTDTE FOR WAGES/PENALTY,TOT AMT,WAGE AMT,INTEREST AMT,ATTY FEES,DATE FOR WAGES,WAGES APPEALED,WAGES APPEAL CIRCUIT COURT DATE,ASSESSED,AMT,ATTY FEES_1,ASSESSED DATE,TOTAL CMP AMT,CMP APPEALED,CMP APPEAL CIRCUIT COURT DATE,FINES & COURT COSTS,TOTAL WAGES,TOTAL INTEREST AMT,TOT WAGES & INTEREST,GARNISHED AMT,JUDGMENT WAGE AMT,JUDGEMENT PENALTY AMT,DOCKETED/SENT FOR COLLECTION DATE,ACTION TAKEN,COURT DATE,CONVICTED - DISPOSITION,DISMISSED - DISPOSITION,NOL Prossed,CONFINEMENT,SUSPENSION,BOTH - C&F,JUDGMENT_2,DISMISSED_2,NON-SUITED_2,JUDGMENT_3,DISMISSED_3,NON-SUITED_3
LLVA59868,X,NA,ADVANTAGE SALES & MARKETING,ANAHEIM,CA,92806,female,FALSE,FALSE,$70.00,20-Jul-16,14-Jul-16,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$67.00,1-Aug-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Aug-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$67.00,$0.00,$67.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59869,X,NA,CALM SOURCE,DANVILLE,VA,24541,female,FALSE,FALSE,"$9,680.00",18-Jul-16,15-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INCLUDED A WRITTEN EMPLOYMENT AGREEMENT.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,18-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59870,X,NA,CHOMPS RESTAURANT,LOCUST GROVE,VA,22508,female,FALSE,FALSE,$240.00,20-Jul-16,15-Jul-16,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$240.00,20-Sep-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,20-Sep-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$240.00,$0.00,$240.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59871,X,NA,FLOW BLOW DRY & BEAUTY BAR,ASHBURN,VA,20147,female,FALSE,TRUE,$650.00,20-Jul-16,18-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,22-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59872,X,NA,BLUE DOVE HOME HEALTH SERVICES,MANASSAS,VA,20110,female,FALSE,FALSE,$793.75,19-Jul-16,18-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INDICATED HAVING A WRITTEN EMPLOYMENT AGREEMENT.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,19-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59874,X,NA,VIRGINIA ORGINALS & CHESAPEAKE GRILL,VIRGINIA BEACH,VA,23451,female,FALSE,FALSE,$0.00,19-Jul-16,18-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,NO GROSS CLAIM AMOUNT.,$0.00,19-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59875,X,NA,HUNT COMPANIES FORT LEE FAMILY HOUSING,FORT LEE,VA,23801,male,FALSE,FALSE,$320.00,19-Jul-16,18-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT PERFORMED WORK ON A MILITARY BASE,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,19-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59876,X,NA,B.A.G.H. LLC,CHESAPEAKE,VA,23323,male,FALSE,FALSE,"$1,058.50",19-Jul-16,18-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,19-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59878,X,NA,"TRUE DESTINY HOME HEALTH CARE, LLC",PORTSMOUTH,VA,23701,female,FALSE,FALSE,$765.00,21-Jul-16,18-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIM INVOLVES OVERTIME.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,5-Aug-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,5-Aug-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59879,X,NA,"LEAF FILTER NORTH, INC",HUDSON,OH,44236,male,FALSE,FALSE,"$1,706.04",20-Jul-16,19-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,20-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59880,X,NA,DREAMY PUPPY LLC,FREDERICKSBURG,VA,22407,female,FALSE,FALSE,"$1,040.00",20-Jul-16,19-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,NA,NA,$0.00,20-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59881,X,NA,DREAMY PUPPY LLC,FREDERICKSBURG,VA,22407,NA,FALSE,FALSE,"$1,530.00",20-Jul-16,19-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,NA,NA,$0.00,20-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59883,X,NA,THE CFP GROUP,MCLEAN,VA,22101,female,TRUE,FALSE,"$3,790.80",20-Jul-16,19-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,CLAIM PERIOD OVER 2 YEAR LIMIT FOR ACCEPTANCE,$0.00,20-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59884,X,NA,JUST IN TIME MEDICAL SERVICES LLC,FAIRFAX,VA,22031,female,TRUE,FALSE,$44.00,25-Jul-16,19-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,$0.00,25-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59885,X,NA,ESTES EXPRESS LINES,RICHMOND,VA,23230,female,FALSE,FALSE,$109.76,20-Jul-16,19-Jul-16,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,20-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59886,X,NA,AMAZING SECURITY & INVESTIGATIONS,COLLEGE PARK,MD,20740,female,FALSE,FALSE,$200.00,26-Jul-16,19-Jul-16,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$40.00,4-Aug-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,4-Aug-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$40.00,$0.00,$40.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59887,X,NA,SERTEC LLC,ALEXANDRIA,VA,22310,male,FALSE,FALSE,$0.00,20-Jul-16,20-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,20-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59888,X,NA,SECURITAS SECURITY,VIRGINIA BEACH,VA,23462,female,FALSE,FALSE,$0.00,22-Jul-16,20-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT DID NOT INDICATE THE TOTAL AMOUNT OF UNPAID WAGES.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,22-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59890,X,NA,"CHESAPEAKE COATINGS AND DECKS, INC",CHESAPEAKE,VA,23321,male,FALSE,FALSE,"$1,200.00",21-Jul-16,20-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,NA,NA,$0.00,21-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59891,X,NA,STAN'S SKI & SNOWBOARD D.B.A. AS BLUE RIDGE POOLS & SPAS,STAUNTON,VA,24401,male,FALSE,FALSE,$560.00,22-Jul-16,21-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,X,NA,NA,NA,$0.00,27-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59892,X,NA,SENSITIVE CLEANING SERVICES,ROANOKE,VA,24017,male,FALSE,FALSE,"$1,585.00",22-Jul-16,21-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INDICATED HE HAD A WRITTEN EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,22-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59893,X,NA,C2S CONSULTING GROUP,ASHBURN,VA,20148,male,FALSE,FALSE,"$5,687.50",28-Jul-16,21-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,NA,X,WRITTEN EMPLOYMENT AGREEMENT,$0.00,16-Sep-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,16-Sep-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59894,X,NA,"TRIBUNE MEDIA GROUP, LLC",STERLING,VA,20166,male,FALSE,FALSE,"$2,000.00",22-Jul-16,21-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT HAD A WRITTEN EMPLOYMENT AGREEMENT AND HIRED A LAWYER,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,22-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59895,X,NA,MINISTERING ANGELS LLC,WINCHESTER,VA,22601,female,TRUE,FALSE,$725.40,22-Jul-16,21-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INDICATED THEY HAD A WRITTEN EMPLOYMENT AGREEMENT.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,22-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59896,X,NA,LOVE BUG LEARNING ACADEMY,VIRGINIA BEACH,VA,23462,female,FALSE,FALSE,$812.00,22-Jul-16,21-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$760.00,7-Sep-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,7-Sep-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$760.00,$0.00,$760.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59897,X,NA,METROPOLITAN BUILDERS SERVICES,FALLS CHURCH,VA,22041,female,TRUE,FALSE,$148.32,26-Jul-16,21-Jul-16,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$94.78,24-Aug-16,NA,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,24-Aug-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$94.78,$0.00,$94.78,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59898,X,NA,SUSAN CRITZ CATERING,MARTINSVILLE,VA,24112,male,FALSE,FALSE,"$1,986.00",25-Jul-16,22-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INDICATED THE FILED A COURT CASE FOR UNPAID WAGES.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,25-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59899,X,NA,MINISTERING ANGELS LLC,WINCHESTER,VA,22601,female,FALSE,FALSE,"$1,170.00",25-Jul-16,22-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,NA,NA,X,NA,NA,$0.00,25-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59900,X,NA,CHA CHA'S CARE HOME,MECHANICSVILLE,VA,23111,NA,FALSE,FALSE,$975.00,25-Jul-16,22-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT DID NOT SIGN THE CLAIM FORM.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,25-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59901,X,NA,ECOMNETS INC,STERLING,VA,20164,NA,FALSE,FALSE,"$9,450.00",25-Jul-16,22-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT HAS A WRTTEN EMPLOYMENT AGREEMENT.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,25-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59902,X,NA,"HALT BUZAS & POWELL, LTD",ALEXANDRIA,VA,22314,female,FALSE,FALSE,"$3,908.37",26-Jul-16,22-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIM INVOLVING OVERTIME,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,26-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59903,X,NA,PAGSTA LLC,SEDONA,AZ,86336,female,FALSE,FALSE,"$6,250.02",27-Jul-16,22-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,$0.00,1-Aug-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Aug-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59904,X,NA,"PAGSTA, LLC",SEDONA,AZ,86336,male,FALSE,FALSE,"$7,250.04",27-Jul-16,25-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,X,NA,NA,NA,X,NA,NA,NA,NA,$0.00,1-Aug-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Aug-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59905,X,NA,MALIBU EXOTIC & LUXURY DETAIL,YORKTOWN,VA,23693,female,FALSE,FALSE,"$2,113.00",26-Jul-16,25-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT INCLUDED A WRITTEN EMPLOYMENT AGREEMENT,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,26-Jul-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59906,X,NA,BILL MILLER,ORANGE,VA,22960,male,FALSE,FALSE,"$1,300.00",25-Jul-16,25-Jul-16,NA,NA,NA,X,NA,NA,NA,NA,X,CLAIMANT WORKED FOR THIS BUSINESS AS A SELF-EMPLOYED PERSON.,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,25-Jul-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-Jul-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LLVA59907,X,NA,JAJ LIGHTING & POWER LLC,WOODBRIDGE,VA,22192,male,FALSE,FALSE,$841.75,28-Jul-16,25-Jul-16,NA,NA,NA,X,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,$0.00,1-Aug-16,NA,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,1-Aug-16,NA,NA,NA,NA,NA,NA,NA,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,$0.00,$0.00,NA,$0.00,NA,NA,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
